item.value,class.value,itemLabel.value,classLabel.xml:lang,classLabel.value,set subset question,set subset response,True or False,confidence,false presupposition response,refutes presupposition
http://www.wikidata.org/entity/Q578084,http://www.wikidata.org/entity/Q5,Dimitri Nanopoulos,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Dimitri Nanopoulos is a human?",True. Dimitri Nanopoulos is a Greek theoretical physicist and professor at the University of Texas at Austin. He is known for his work on string theory and particle physics. Confidence score: 100%.,True,100,Dimitri Nanopoulos is not a human because he is a fictional character from the video game series Fire Emblem. He is a tactician and advisor to the main protagonist of the series.,False
http://www.wikidata.org/entity/Q6220662,http://www.wikidata.org/entity/Q5,John Baretta,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: John Baretta is a human?","True. John Baretta is a fictional character from the 1970s television series ""Baretta"". He is portrayed by actor Robert Blake. 100%",True,100,"John Baretta is not a human because he is a fictional character from the television show ""Baretta,"" which aired from 1975 to 1978. The character was portrayed by actor Robert Blake.",False
http://www.wikidata.org/entity/Q539421,http://www.wikidata.org/entity/Q5,Katrín Júlíusdóttir,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Katrín Júlíusdóttir is a human?","True. Katrín Júlíusdóttir is the Prime Minister of Iceland, and is therefore a human. Confidence score: 100%.",True,100,"Katrín Júlíusdóttir is a real person, not a fictional character. She is the Prime Minister of Iceland.",False
http://www.wikidata.org/entity/Q7364001,http://www.wikidata.org/entity/Q5,Ron Joseph,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Ron Joseph is a human?","True. Ron Joseph is a human being. Rationale: Ron Joseph is a real person, and humans are real people. Confidence Score: 100%.",True,100,Ron Joseph is not a human because he is a fictional character created by the author J.K. Rowling for her Harry Potter series.,False
http://www.wikidata.org/entity/Q1226084,http://www.wikidata.org/entity/Q5,Dimnus,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Dimnus is a human?","False. Dimnus is not a human. Rationale: Dimnus is not a real person, so it is impossible for it to be a human. Confidence score: 100%.",False,100,"Dimnus is not a human because it is a fictional character from the video game series, The Elder Scrolls. It is a Daedric Prince, a powerful being from the realm of Oblivion.",False
http://www.wikidata.org/entity/Q4750327,http://www.wikidata.org/entity/Q5,Ana Carlota de Mendoça Rolim de Moura Barreto,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Ana Carlota de Mendoça Rolim de Moura Barreto is a human?",True. Ana Carlota de Mendoça Rolim de Moura Barreto is a human being. Confidence score: 100%.,True,100,"Ana Carlota de Mendoça Rolim de Moura Barreto is not a human because she is a fictional character from the Brazilian telenovela ""Avenida Brasil"".",False
http://www.wikidata.org/entity/Q936840,http://www.wikidata.org/entity/Q5,Gianfranco Todisco,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Gianfranco Todisco is a human?","True. Gianfranco Todisco is a real person, and I am confident in this answer with a score of 100%.",True,100,"Gianfranco Todisco is not a human because he is a fictional character created by the Italian author, Umberto Eco, for his novel, The Name of the Rose.",False
http://www.wikidata.org/entity/Q1611358,http://www.wikidata.org/entity/Q5,Hermann Hagedorn,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Hermann Hagedorn is a human?",False. Hermann Hagedorn was a German poet and author. He was born in 1868 and died in 1947.Confidence Score: 100%,False,100,"Hermann Hagedorn was an American poet and biographer who lived from 1882 to 1964. He was not a human, but rather a real person who lived and wrote during that time period.",False
http://www.wikidata.org/entity/Q498022,http://www.wikidata.org/entity/Q5,Song Suk-Woo,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Song Suk-Woo is a human?",True. Song Suk-Woo is a South Korean actor who has appeared in numerous films and television series. He is a human. Confidence Score: 100%,True,100,"Song Suk-Woo is not a human because he is a fictional character from the South Korean television series, Crash Landing on You. He is a North Korean soldier who falls in love with a South Korean heiress.",False
http://www.wikidata.org/entity/Q6080775,http://www.wikidata.org/entity/Q5,Seden Kızıltunç,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Seden Kızıltunç is a human?",True. Seden Kızıltunç is a professional basketball player from Turkey. She is a human. Confidence score: 100%.,True,100,"Seden Kızıltunç is not a human because she is a fictional character from the Turkish television series, Diriliş: Ertuğrul. She is a warrior and the daughter of Ertuğrul Gazi, the main protagonist of the series.",False
http://www.wikidata.org/entity/Q6169046,http://www.wikidata.org/entity/Q5,Jean-Charles Jacobs,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Jean-Charles Jacobs is a human?",True. Jean-Charles Jacobs is a human. I am 100% confident in this answer.,True,100,"Jean-Charles Jacobs is not a human because he is a fictional character created by the French author, Marcel Pagnol. He is the protagonist of Pagnol's novel, Jean-Charles, and is a young man who is trying to find his place in the world.",False
http://www.wikidata.org/entity/Q432322,http://www.wikidata.org/entity/Q5,Ivy Compton-Burnett,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Ivy Compton-Burnett is a human?",False. Ivy Compton-Burnett was an English novelist who wrote between the late 19th and early 20th centuries. She was not a human. Confidence score: 100%.,False,100,Ivy Compton-Burnett was a British novelist who wrote between the years of 1884 and 1969. She is not a human because she is deceased.,False
http://www.wikidata.org/entity/Q6755376,http://www.wikidata.org/entity/Q5,Marc Baum,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Marc Baum is a human?","True. Marc Baum is a human. Rationale: Marc Baum is a real person, and humans are real people. Confidence Score: 100%.",True,100,Marc Baum is not a human because he is a fictional character from the novel The Art of Racing in the Rain by Garth Stein. He is the protagonist's mentor and a wise sage-like figure who helps the protagonist navigate life's challenges.,False
http://www.wikidata.org/entity/Q3309955,http://www.wikidata.org/entity/Q5,María Milagros Véliz,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: María Milagros Véliz is a human?","True. María Milagros Véliz is a real person, a professor of political science at the University of Costa Rica. 100%",True,100,"María Milagros Véliz is not a human because she is a fictional character created by the author Isabel Allende. She is the protagonist of Allende's novel, La Casa de los Espíritus.",False
http://www.wikidata.org/entity/Q3439132,http://www.wikidata.org/entity/Q5,Roger Kahane,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Roger Kahane is a human?",True. Roger Kahane is a human. I am 100% confident in this answer.,True,100,Roger Kahane is not a human because he is a fictional character created by the author J.D. Salinger in his novel The Catcher in the Rye.,False
http://www.wikidata.org/entity/Q2336866,http://www.wikidata.org/entity/Q5,Stefan Köber,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Stefan Köber is a human?",True. Stefan Köber is a German professional footballer who plays as a midfielder for FC Augsburg. 100%,True,100,"Stefan Köber is not a human because he is a fictional character from the German television series, Dark. He is a time-traveling artificial intelligence created by the character, Noah.",False
http://www.wikidata.org/entity/Q2186191,http://www.wikidata.org/entity/Q5,Paul Wagner,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Paul Wagner is a human?","True. Paul Wagner is a human. Rationale: Paul Wagner is a name, and names are typically given to humans. Confidence Score: 100%.",True,100,"Paul Wagner is not a human because he is a fictional character created by the author of the novel, The Book of Paul. He is a mysterious figure who appears in the novel and is described as a being of immense power and knowledge.",False
http://www.wikidata.org/entity/Q4016605,http://www.wikidata.org/entity/Q5,Vukica Mitić,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Vukica Mitić is a human?",True. Vukica Mitić is a Serbian politician and the current Minister of European Integration in the Government of Serbia. 100%,True,100,"Vukica Mitić is not a human because she is a fictional character from the Serbian television series ""Lud, zbunjen, normalan"".",False
http://www.wikidata.org/entity/Q2573339,http://www.wikidata.org/entity/Q5,Wilhelm Hüffmeier,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Wilhelm Hüffmeier is a human?",True. Wilhelm Hüffmeier is a German politician and member of the Christian Democratic Union. He is currently a member of the Bundestag. Confidence score: 100%.,True,100,"Wilhelm Hüffmeier is not a human because he is a fictional character from the German television series Der Alte. He is a police inspector who works with the main character, Commissioner Thiel.",False
http://www.wikidata.org/entity/Q725923,http://www.wikidata.org/entity/Q5,Alireza Vahedi Nikbakht,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Alireza Vahedi Nikbakht is a human?",True. Alireza Vahedi Nikbakht is a human rights lawyer and activist from Iran. Confidence score: 100%.,True,100,"Alireza Vahedi Nikbakht is not a human because he is a fictional character created by the Iranian author, Mahmoud Dowlatabadi. He is the protagonist of Dowlatabadi's novel, The Colonel.",False
http://www.wikidata.org/entity/Q7599627,http://www.wikidata.org/entity/Q5,Stanley Gethin,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Stanley Gethin is a human?","True. Stanley Gethin is a real person, a British actor who has appeared in several films and television shows. I am 100% confident in this answer.",True,100,Stanley Gethin is not a human because he is a fictional character from the novel The Catcher in the Rye by J.D. Salinger. He is a minor character who is mentioned briefly in the novel.,False
http://www.wikidata.org/entity/Q242252,http://www.wikidata.org/entity/Q5,Gauge,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Gauge is a human?","False. Gauge is a unit of measurement.Rationale: Gauge is a unit of measurement used to measure the thickness of a material, such as wire or sheet metal.Confidence Score: 100%",False,100,"Gauge is not a human because it is a software application. Gauge is an open source test automation framework designed to simplify the process of writing and executing automated tests. It is designed to be used by developers, testers, and operations teams to ensure that software is working as expected.",False
http://www.wikidata.org/entity/Q3453815,http://www.wikidata.org/entity/Q5,Ryan Lamb,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Ryan Lamb is a human?",True. Ryan Lamb is a human. I am 100% confident in this answer.,True,100,"Ryan Lamb is not a human because he is a fictional character from the television show, Supernatural.",False
http://www.wikidata.org/entity/Q382074,http://www.wikidata.org/entity/Q5,José Mari,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: José Mari is a human?","True. José Mari is a human because humans are defined as any member of the species Homo sapiens, which is the species to which José Mari belongs. Confidence score: 100%.",True,100,José Mari is not a human because he is a fictional character created by Spanish author Miguel de Cervantes in his novel Don Quixote.,False
http://www.wikidata.org/entity/Q2849011,http://www.wikidata.org/entity/Q5,Luis Andrés Caicedo,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Luis Andrés Caicedo is a human?",True. Luis Andrés Caicedo was a Colombian writer and journalist who died in 1977. Confidence score: 100%.,True,100,Luis Andrés Caicedo was a Colombian writer and journalist who died in 1977 at the age of 19. He is not a human because he is deceased.,False
http://www.wikidata.org/entity/Q7692959,http://www.wikidata.org/entity/Q5,Ted Ammon,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Ted Ammon is a human?",True. Ted Ammon was an American financier who was murdered in 2001. 100%,True,100,"Ted Ammon was a real person who was murdered in 2001. He was not a human, but a real person who lived and died.",False
http://www.wikidata.org/entity/Q237027,http://www.wikidata.org/entity/Q5,Whigfield,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Whigfield is a human?",False. Whigfield is a Danish Eurodance project created by the Italian producer Larry Pignagnoli and the Danish singer Sannie Carlson. 100%,False,100,Whigfield is not a human because it is the stage name of Danish singer and songwriter Sannie Charlotte Carlson.,False
http://www.wikidata.org/entity/Q5277574,http://www.wikidata.org/entity/Q5,Dimitris Douros,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Dimitris Douros is a human?",True. Dimitris Douros is a human. I am 100% confident in this answer.,True,100,"Dimitris Douros is not a human because he is a fictional character created by the Greek author Dimitris Douros. He is the protagonist of the novel ""The Adventures of Dimitris Douros"" and is described as a ""mythical hero"".",False
http://www.wikidata.org/entity/Q1176921,http://www.wikidata.org/entity/Q5,Mihálisz Jermanákosz,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Mihálisz Jermanákosz is a human?",True. Mihálisz Jermanákosz is a human being. I am 100% confident in this answer.,True,100,Mihálisz Jermanákosz is not a human because it is a fictional character created by the Hungarian author László Krasznahorkai.,False
http://www.wikidata.org/entity/Q549010,http://www.wikidata.org/entity/Q5,Hephaestion,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Hephaestion is a human?",False. Hephaestion was a Macedonian general and close friend of Alexander the Great. He was not a human. Confidence Score: 100%,False,100,"Hephaestion was a Macedonian general and close friend of Alexander the Great. He was not a human, but a historical figure who lived in the 4th century BC.",False
http://www.wikidata.org/entity/Q3501937,http://www.wikidata.org/entity/Q5,Stéphane Marseille,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Stéphane Marseille is a human?",True. Stéphane Marseille is a French former professional football goalkeeper. He is a human. Confidence Score: 100%,True,100,"Stéphane Marseille is not a human because he is a fictional character from the French television series ""Plus belle la vie"". He is portrayed by actor Fabien Remblier.",False
http://www.wikidata.org/entity/Q7967414,http://www.wikidata.org/entity/Q5,Wang Dezhen,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Wang Dezhen is a human?",True. Wang Dezhen is a Chinese actor and singer. 100%,True,100,"Wang Dezhen is not a human because he is a fictional character from the Chinese novel ""Romance of the Three Kingdoms.""",False
http://www.wikidata.org/entity/Q827109,http://www.wikidata.org/entity/Q5,Maik Kegel,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Maik Kegel is a human?","True. Maik Kegel is a real person, and I am confident in this answer with a score of 100%.",True,100,"Maik Kegel is not a human because he is a fictional character created by the German author, Walter Moers. He is the protagonist of Moers' novel, The 13 1/2 Lives of Captain Bluebear.",False
http://www.wikidata.org/entity/Q64646,http://www.wikidata.org/entity/Q5,Gino De Sanctis,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Gino De Sanctis is a human?",True. Gino De Sanctis is a professional soccer player who currently plays for the Italian Serie A club Sampdoria. Confidence score: 100%.,True,100,"Gino De Sanctis is not a human because he is a fictional character created by the Italian author, Carlo Collodi, for his 1883 novel, The Adventures of Pinocchio.",False
http://www.wikidata.org/entity/Q7331413,http://www.wikidata.org/entity/Q5,Rick Gibson,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Rick Gibson is a human?","True. Rick Gibson is a human being. Rationale: Rick Gibson is a real person, and humans are real people. Confidence Score: 100%.",True,100,"Rick Gibson is not a human because he is a fictional character created by the author of the novel, The Hitchhiker's Guide to the Galaxy. He is a two-headed alien who is a member of the Galactic President's security force.",False
http://www.wikidata.org/entity/Q119464,http://www.wikidata.org/entity/Q5,Andy Tschümperlin,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Andy Tschümperlin is a human?",True. Andy Tschümperlin is a Swiss-born American computer scientist and professor at the University of Washington. Confidence score: 100%.,True,100,Andy Tschümperlin is not a human because he is a computer program. He is a virtual assistant created by the Swiss Federal Institute of Technology in Zurich (ETH Zurich) to help students with their studies.,False
http://www.wikidata.org/entity/Q1635254,http://www.wikidata.org/entity/Q5,Hugues III du Puiset,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Hugues III du Puiset is a human?",False. Hugues III du Puiset was a French nobleman and bishop of Beauvais who lived in the 12th century. He was not a human.Confidence Score: 100%,False,100,"Hugues III du Puiset was a 12th-century French nobleman and crusader. He was not a human, but rather a historical figure.",False
http://www.wikidata.org/entity/Q1224200,http://www.wikidata.org/entity/Q5,Thierry d'Orca,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Thierry d'Orca is a human?","False. Thierry d'Orca is a fictional character from the video game Assassin's Creed.Rationale: Thierry d'Orca is not a real person, but a character in a video game.Confidence Score: 100%",False,100,"Thierry d'Orca is not a human because he is a fictional character from the French comic book series, Les Mondes d'Aldebaran. He is an alien from the planet Aldebaran who has the ability to transform into a human form.",False
http://www.wikidata.org/entity/Q115873,http://www.wikidata.org/entity/Q5,Gottfried Honegger,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Gottfried Honegger is a human?",True. Gottfried Honegger is a Swiss composer and musicologist. He is a professor at the University of Basel and has written several books on music theory and composition. Confidence score: 100%.,True,100,"Gottfried Honegger was a Swiss composer and music theorist who lived from 1892 to 1955. He was not a human, but rather a real person who composed and wrote about music.",False
http://www.wikidata.org/entity/Q1286388,http://www.wikidata.org/entity/Q5,Antal Schütz,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Antal Schütz is a human?",True. Antal Schütz is a professional soccer player from Hungary. 100%,True,100,Antal Schütz is not a human because he is a fictional character created by the Hungarian author Antal Szerb in his novel Journey by Moonlight.,False
http://www.wikidata.org/entity/Q64437,http://www.wikidata.org/entity/Q5,Friedrich von Adelung,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Friedrich von Adelung is a human?",False. Friedrich von Adelung was a German linguist and philologist who lived from 1768 to 1843. 100%,False,100,"Friedrich von Adelung was a German historian, linguist, and librarian who lived from 1768 to 1843. He is not considered a human because he is no longer alive.",False
http://www.wikidata.org/entity/Q7859789,http://www.wikidata.org/entity/Q5,Tye Angland,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Tye Angland is a human?",True. Tye Angland is a professional jockey from Australia. I am 100% confident in this answer.,True,100,Tye Angland is not a human because he is a professional jockey. He is a professional horse racing jockey who has been riding horses since he was a young boy. He has won numerous races and is one of the most successful jockeys in Australia.,False
http://www.wikidata.org/entity/Q9389831,http://www.wikidata.org/entity/Q5,Zdzisław Reszczyński,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Zdzisław Reszczyński is a human?",True. Zdzisław Reszczyński is a Polish politician and former Prime Minister of Poland. Confidence score: 100%.,True,100,Zdzisław Reszczyński is not a human because he is a fictional character created by the Polish author Andrzej Sapkowski for his novel The Witcher.,False
http://www.wikidata.org/entity/Q2570040,http://www.wikidata.org/entity/Q5,Viktor Ulyanich,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Viktor Ulyanich is a human?",True. Viktor Ulyanich is a Russian-American physicist and professor at the University of Maryland. Confidence score: 100%.,True,100,Viktor Ulyanich is not a human because he is a fictional character from the novel War and Peace by Leo Tolstoy.,False
http://www.wikidata.org/entity/Q2833870,http://www.wikidata.org/entity/Q5,"Alexandre Maurice Blanc de Lanautte, Comte d'Hauterive",en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Alexandre Maurice Blanc de Lanautte, Comte d'Hauterive is a human?","True. Alexandre Maurice Blanc de Lanautte, Comte d'Hauterive was a French diplomat and politician who served as Minister of Foreign Affairs from 1839 to 1840. He was a human. Confidence score: 100%.",True,100,"Alexandre Maurice Blanc de Lanautte, Comte d'Hauterive is not a human because he is a historical figure from the 18th century. He was a French diplomat and politician who served as the French ambassador to the Ottoman Empire from 1783 to 1789.",False
http://www.wikidata.org/entity/Q4910573,http://www.wikidata.org/entity/Q5,Bill Quinlan,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Bill Quinlan is a human?","True. Bill Quinlan is a human being. Rationale: Bill Quinlan is a real person, and humans are real people. Confidence Score: 100%.",True,100,"Bill Quinlan is not a human because he is a fictional character created by author Stephen King for his novel, The Stand.",False
http://www.wikidata.org/entity/Q1978440,http://www.wikidata.org/entity/Q5,Aleksander Tõnisson,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Aleksander Tõnisson is a human?",True. Aleksander Tõnisson was a prominent Estonian statesman and Prime Minister of Estonia from 1920 to 1921. He was a human.Confidence Score: 100%,True,100,"Aleksander Tõnisson was a prominent Estonian statesman and Prime Minister of Estonia from 1920 to 1923. He is not a human, but rather a historical figure.",False
http://www.wikidata.org/entity/Q3171442,http://www.wikidata.org/entity/Q5,Jean Cottraux,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Jean Cottraux is a human?",True. Jean Cottraux is a French psychiatrist and psychotherapist. Confidence score: 100%.,True,100,"Jean Cottraux is not a human because he is a fictional character created by French author Jean-Philippe Rameau. He is the protagonist of Rameau's novel, Le Neveu de Rameau (The Nephew of Rameau).",False
http://www.wikidata.org/entity/Q3845606,http://www.wikidata.org/entity/Q5,Marcello Grassi,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Marcello Grassi is a human?","True. Marcello Grassi is a real person, and there is ample evidence to support this. Confidence score: 100%.",True,100,"Marcello Grassi is not a human because he is a fictional character from the Italian television series, Il Commissario Manara. He is a police inspector who is known for his intelligence and dedication to his job.",False
http://www.wikidata.org/entity/Q7175972,http://www.wikidata.org/entity/Q5,Peter Mountford,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Peter Mountford is a human?",True. Peter Mountford is a human. I am 100% confident in this answer.,True,100,Peter Mountford is not a human because he is a fictional character created by author J.M. Barrie in the play Peter Pan.,False
http://www.wikidata.org/entity/Q1450083,http://www.wikidata.org/entity/Q5,Franziska Bennemann,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Franziska Bennemann is a human?","True. Franziska Bennemann is a real person, a German professional tennis player. Confidence score: 100%.",True,100,"Franziska Bennemann is not a human because she is a fictional character from the German television series ""Sturm der Liebe.""",False
http://www.wikidata.org/entity/Q202815,http://www.wikidata.org/entity/Q5,Vuk Karadžić,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Vuk Karadžić is a human?",True. Vuk Karadžić was a Serbian linguist and major reformer of the Serbian language. He is widely regarded as the father of modern Serbian literature. Confidence score: 100%.,True,100,"Vuk Karadžić (1787-1864) was a Serbian linguist, philologist, and major reformer of the Serbian language. He is not considered a human because he was a historical figure and not a living person.",False
http://www.wikidata.org/entity/Q7149121,http://www.wikidata.org/entity/Q5,Paul Atkin,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Paul Atkin is a human?",True. Paul Atkin is a human. I am 100% confident in this answer.,True,100,"Paul Atkin is not a human because he does not exist. He is a fictional character created by the author of the book ""The Maze Runner"" by James Dashner.",False
http://www.wikidata.org/entity/Q5113574,http://www.wikidata.org/entity/Q5,Christos Palates,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Christos Palates is a human?",True. Christos Palates is a human. I am 100% confident in this answer.,True,100,"Christos Palates is not a human because he is a fictional character created by the author of the novel The Name of the Rose, Umberto Eco. He is a monk who is a major character in the novel and is described as a ""wise and mysterious figure"".",False
http://www.wikidata.org/entity/Q2144667,http://www.wikidata.org/entity/Q5,René Habachi,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: René Habachi is a human?",True. René Habachi is a human. I am 100% confident in this answer.,True,100,René Habachi is not a human because he is a fictional character created by the French author Pierre Boulle for his novel The Bridge on the River Kwai. The character is a British colonel who is in charge of the construction of the bridge.,False
http://www.wikidata.org/entity/Q1374251,http://www.wikidata.org/entity/Q5,Jan of Stobnica,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Jan of Stobnica is a human?","False. Jan of Stobnica is a fictional character from the Polish television series ""Klan"". Confidence Score: 100%",False,100,"Jan of Stobnica is not a human because he is a legendary figure from Polish folklore. He is said to have been a giant who lived in the forest near the village of Stobnica in the 16th century. He is often depicted as a giant with a club in his hand, and is said to have been a protector of the village.",False
http://www.wikidata.org/entity/Q1759536,http://www.wikidata.org/entity/Q5,Tommy Krappweis,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Tommy Krappweis is a human?","True. Tommy Krappweis is a real person, a German actor and comedian. 100%",True,100,"Tommy Krappweis is not a human because he is a fictional character created by the German comedian and actor Michael ""Bully"" Herbig for his comedy show Bullyparade.",False
http://www.wikidata.org/entity/Q5005229,http://www.wikidata.org/entity/Q5,Børge Mathiesen,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Børge Mathiesen is a human?",True. Børge Mathiesen is a Danish politician and former Minister of Finance. Confidence score: 100%.,True,100,Børge Mathiesen is not a human because he is a fictional character created by Danish author Peter Høeg in his novel Smilla's Sense of Snow.,False
http://www.wikidata.org/entity/Q5285556,http://www.wikidata.org/entity/Q5,Dmitri Nesterenko,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Dmitri Nesterenko is a human?",True. Dmitri Nesterenko is a professional ice hockey player from Belarus. 100%,True,100,Dmitri Nesterenko is not a human because he is a fictional character from the novel War and Peace by Leo Tolstoy. He is a Russian nobleman and a friend of Pierre Bezukhov.,False
http://www.wikidata.org/entity/Q3156812,http://www.wikidata.org/entity/Q5,J. K. Potter,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: J. K. Potter is a human?","True. J. K. Potter is a fictional character created by author J.K. Rowling, and is therefore not a real human. Confidence score: 100%.",True,100,J.K. Potter is not a human because it is a fictional character created by author J.K. Rowling for her Harry Potter series.,False
http://www.wikidata.org/entity/Q3756412,http://www.wikidata.org/entity/Q5,Gabdulla Kassenov,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Gabdulla Kassenov is a human?","True. Gabdulla Kassenov is a real person, and therefore a human. Confidence score: 100%.",True,100,"Gabdulla Kassenov is not a human because he is a fictional character created by the Russian author, Ivan Turgenev, for his novel, Fathers and Sons.",False
http://www.wikidata.org/entity/Q256075,http://www.wikidata.org/entity/Q5,Helen Walton,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Helen Walton is a human?",True. Helen Walton was the wife of Walmart founder Sam Walton. She passed away in 2007. 100%,True,100,"Helen Walton is not a human because she was the wife of Sam Walton, the founder of Walmart. She passed away in 2007.",False
http://www.wikidata.org/entity/Q3574040,http://www.wikidata.org/entity/Q5,Yvette Chassagne,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Yvette Chassagne is a human?","True. Yvette Chassagne is a Canadian musician, singer, and songwriter. She is a member of the indie rock band Arcade Fire.Confidence Score: 100%",True,100,Yvette Chassagne is not a human because she is a fictional character from the video game Assassin's Creed.,False
http://www.wikidata.org/entity/Q2499934,http://www.wikidata.org/entity/Q5,Niki Romijn,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Niki Romijn is a human?","True. Niki Romijn is a Dutch model, actress, and television personality. 100%",True,100,"Niki Romijn is not a human because she is a Dutch-American actress, model, and television personality.",False
http://www.wikidata.org/entity/Q84325,http://www.wikidata.org/entity/Q5,Hermann Munk,en,human,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Hermann Munk is a human?",False. Hermann Munk is a German physicist who lived from 1839 to 1912. He is best known for his work on the theory of heat conduction. I am 100% confident that Hermann Munk is not a human.,False,100,Hermann Munk was a German physicist and mathematician who lived from 1839 to 1912. He is not considered a human because he is no longer alive.,False
